"PackageId","Title","Originators","yearrange","ltercore","edilink","category","pub_notes","Keywords"
"knb-lter-hbr.116.13","Hubbard Brook Experimental Forest: Soil-atmosphere fluxes of carbon dioxide, nitrous oxide and methane on Watershed 1 and Bear Brook","Groffman, P.M. and L.D. Martel.","2002 - 2022","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.116.13","Soils","3250","ecosystems;forests;watersheds;carbon dioxide;gas flux;gases;methane;nitrous oxide;trace gases;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;HBEF freeze plots;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.117.6","Total Soil Respiration Data at the Hubbard Brook Experimental Forest, 1998-2002","Fahey, T.","1998 - 2002","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.117.6","Soils","3251","carbon;carbon dioxide;carbon flux;HBEF Bear Brook Watershed;HBR;Hubbard Brook LTER;respiration;soil"
"knb-lter-hbr.207.3","CH4 Uptake by Forest Soils at two sites in the Northeastern US","Groffman, P.","1998 - 2016","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.207.3","Soils","3252","soil methane uptake;HBR;Hubbard Brook LTER;Baltimore Ecosystem Study;methane;soil;gas flux;carbon;carbon flux;forests;soils;urban"
"knb-lter-hbr.205.1","Rapid conversion of added nitrate to nitrous oxide and dinitrogen in northern forest soil","Groffman, P., M. Kulkarni, and J. Yavitt.","2005 - 2006","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.205.1","Soils","3255","dinitrogen;forest soils;HBR;Hubbard Brook LTER;isotope labeling;New Hampshire;White Mountain National Forest;15N;denitrification;forests;isotopes;nitrate;nitrous oxide;soil;stable isotopes"
"knb-lter-hbr.210.2","Hubbard Brook Experimental Forest: Soil Profiles (Pedons), 1995-2022","Bailey, S.W.","1995 - 2022","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.210.2","Soils","3300","HBR;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;Hubbard Brook LTER;White Mountain National Forest;critical zone;Hubbard Brook Experimental Forest;pedon;pedon location;ecosystems;forests;watersheds;organic layer;soil chemistry;organic carbon;ph;aluminum;calcium;organic matter;soil;organic matter;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.276.1","Hubbard Brook Experimental Forest: Watershed 3 Manganese Transects","Bourgault, R.R.","2011 - 2012","IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.276.1","Soils","3300","ecosystems;forests;watersheds;soil;manganese;iron;soil water content;carbon;nitrogen;soil pH;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.385.1","Cone Pond Watershed: Soil Profiles (Pedons), 1988-2023","Bailey, S.W.","1988 - 2023","IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.385.1","Soils","3300","Hubbard Brook Ecosystem Study;New Hampshire;NH;White Mountain National Forest;soil;soil horizons;organic layer;soil chemistry;percent organic carbon;percent nitrogen;soil pH;aluminum;calcium;ecosystems;forests;watersheds;soil organic matter;inorganic nutrients;organic matter;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.339.1","Hubbard Brook Experimental Forest: Droughtnet soil moisture, temperature and soil water potential","Asbjornsen, H., M.A. Vadeboncoeur, K.A. Jennings, F.P. Bowles, P.H. Templer, and L.E. Rustad.","2014 - 2021","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.339.1","Soils","3350","disturbance patterns;ecosystems;forests;watersheds;soil moisture;soil temperature;droughts;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;soil water potential;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.137.4","Soil moisture along an elevation gradient at the Hubbard Brook Experimental Forest, 2010 - present","Groffman, P.M., J. Duran, J.L. Morse, G.F. Wilson, and M.B. Green.","2010 - 2021","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.137.4","Soils","3500","ecosystems;forests;climate change;soil moisture;water content;HBR;LTER;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;New Hampshire;White Mountain National Forest;volumetric water content;Ecology, Ecosystems, & Environment;environment;disturbance"
"knb-lter-hbr.146.1","Hubbard Brook Experimental Forest: Soil Freezing Study (SFS) In Situ Measurements of Snow and Soil Frost Depth","Templer, P.H., A. Socci, and J.L. Campbell.","2009 - 2010","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.146.1","Soils","3500","ecosystems;forests;watersheds;snow depth;frost;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Freeze study;biota;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.315.1","Soil temperature along an elevation gradient at the Hubbard Brook Experimental Forest, 2010 - present","Groffman, P.M., J. Duran, J.L. Morse, G.F. Wilson, and M.B. Green.","2010 - 2021","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.315.1","Soils","3500","ecosystems;forests;climate change;soil temperature;HBR;LTER;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;New Hampshire;White Mountain National Forest;Ecology, Ecosystems, & Environment;environment;disturbance"
"knb-lter-hbr.65.7","Hubbard Brook Experimental Forest (USDA Forest Service): Soil Temperature Measurements, 1959 - 1998","USDA Forest Service, Northern Research Station.","1959 - 1998","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.65.7","Soils","3502","climate;forests;HBR;Hubbard Brook LTER;soil;soil depth;soil temperature;temperature"
"knb-lter-hbr.120.5","Physical Attributes of the Hubbard Brook Valley Plots, 1995 - 1998 Survey Data","Battles, J. and T. Fahey.","1995 - 1998","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.120.5","Soils","3600","aspect;forests;HBEF Valleywide Plots;HBR;Hubbard Brook LTER;plots;schwarz;slope;watersheds;primary production"
"knb-lter-hbr.163.1","Hubbard Brook Experimental Forest: Landscape scale (valley-wide) soil carbon and nitrogen cycling data","Venterea, R., G. Lovett, and P. Groffman.","2000 - 2000","IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.163.1","Soils","3600","inorganic nutrients;organic matter;populations;primary production;disturbance patterns;ecosystems;forests;watersheds;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;biota;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.165.3","Soil properties in the MELNHE study at Hubbard Brook Experimental Forest, Bartlett Experimental Forest and Jeffers Brook, central NH USA, 2009 - present","Fisk, M.","2009 - 2017","IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.165.3","Soils","3600","inorganic nutrients;organic matter;disturbance patterns;ecosystems;forests;watersheds;soil water content;soil ph;soil organic matter;soil texture;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;northern hardwood forest;forest floor mass;extractable calcium;nutrient fertilization;MELNHE;biota;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.198.2","Resin-available nutrients in the O horizon in the MELNHE study at Hubbard Brook Experimental Forest, Bartlett Experimental Forest and Jeffers Brook, central NH USA, 2011- ongoing","Fisk, M.","2011 - 2021","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.198.2","Soils","3600","Bartlett Experimental Forest;HBR;Hubbard Brook LTER;Jeffers Brook;plant available nutrients;Resin-available nutrients;White Mountain National Forest;ammonium;fertilization;inorganic nitrogen;nitrate;nitrogen;nutrients;phosphate;phosphorus;disturbance;inorganic nutrients"
"knb-lter-hbr.225.1","Soil microbial activity and abundance data in the rhizosphere and bulk soils of O horizon in the MELNHE study, 2014","Shan, S. and M. Fisk.","2014 - 2014","DP; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.225.1","Soils","3600","fungal abundance;nitrogen fertilization;phosphorus fertilization;bacterial abundance;fertilization;nitrification;nitrogen mineralization;rhizosphere;soil respiration"
"knb-lter-hbr.226.1","Soil enzyme activity in the MELNHE study at Hubbard Brook Experimental Forest, Bartlett Experimental Forest, and Jeffers Brook, NH, 2014 and 2017","Shan, S. and M. Fisk.","2014 - 2017","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.226.1","Soils","3600","Bartlett Experimental Forest;Hubbard Brook Experimental Forest;Hubbard Brook LTER;Jeffers Brook;mineral horizon;nitrogen fertilization;Oa horizon;Oe horizon;phosphorus fertilization;soil enzyme;fertilization;soil;disturbance"
"knb-lter-hbr.257.1","Depth patterns of gross nitrogen cycling and soil exoenzyme activities for three northern hardwood forests","Darby, B., C. Goodale, N. Chin, C. Fuss, A. Lang, S. Ollinger, and G. Lovett.","2014 - 2014","DP; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.257.1","Soils","3600","15N pool addition;enzyme stoichiometry;extracellular enzymes;HBR;Hubbard Brook Experimental Forest;Hubbard Brook LTER;New Hampshire;decomposition;microbial activity;nitrogen cycling;nitrogen mineralization;soil;soil horizons;soil nitrogen"
"knb-lter-hbr.269.2","Multiple Element Limitation in Northern Hardwood Experiment (MELNHE): Soil respiration at Hubbard Brook Experimental Forest, Bartlett Experimental Forest and Jeffers Brook, central NH USA, 2008 - present","Fahey, T.J., R.D. Yanai, S. Li, and T. Mann.","2008 - 2020","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.269.2","Soils","3600","ecosystems;forests;watersheds;nutrients;nutrient limitation;soil;respiration;carbon cycling;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;MELNHE;Multiple Element Limitation in Northern Hardwood Ecosystems;Bartlett Experimental Forest;Jeffers Brook;biota;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.353.1","Multiple Element Limitation in Northeast Hardwood Ecosystems (MELNHE): Salt Exchangeable Cation Extractions from Hubbard Brook and Bartlett sites","Walsh, G.E.","2017 - 2017","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.353.1","Soils","3600","inorganic nutrients;disturbance patterns;ecosystems;forests;soil chemistry;chemistry;chemical properties;soil properties;soil nutrients;New Hampshire;NH;White Mountain National Forest;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;MELNHE;Bartlett Experimental Forest;environment;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.121.5","Soil Depth Statistics for the Hubbard Brook Valley, 1995 - 1998 Survey Data","Battles, J. and T. Fahey.","1995 - 1998","DP; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.121.5","Soils","3601","forests;HBEF Valleywide Plots;HBR;Hubbard Brook LTER;schwarz;soil;statistics;watersheds;primary production"
"knb-lter-hbr.122.4","Mineral soil and forest floor depth for the Hubbard Brook Valley Plots, 1997 - 1998 Survey Data","Battles, J. and T. Fahey.","1997 - 1998","DP; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.122.4","Soils","3602","forest floor;forests;HBEF Valleywide Plots;HBR;Hubbard Brook LTER;mineral soil;schwarz;soil;watersheds;primary production"
"knb-lter-hbr.123.6","Soil Chemistry for the Hubbard Brook Valley Plots, 1997 - 1998 Survey Data","Battles, J. and T. Fahey.","1997 - 1998","IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.123.6","Soils","3603","forests;HBEF Valleywide Plots;HBR;Hubbard Brook LTER;inventory;schwarz;soil;soil chemistry;watersheds;primary production"
"knb-lter-hbr.164.4","Multiple Element Limitation in Northeast Hardwood Ecosystems (MELNHE): Net N mineralization at Hubbard Brook Experimental Forest, Bartlett Experimental Forest and Jeffers Brook, central NH USA, 2009 - 2017","Fisk, M.","2009 - 2017","IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.164.4","Soils","3650","Bartlett Experimental Forest;HBEF Watershed 101;HBR;Hubbard Brook LTER;Jeffers Brook;mineral horizon;nitrogen fertilization;Oa horizon;Oe horizon;phosphorous fertilization;disturbance;inorganic nutrients;nitrogen mineralization;phosphorus;soil;nitrification"
"knb-lter-hbr.48.6","Fine root production and mortality from minirhizotrons at the Hubbard Brook Experimental Forest","Fahey, T.","1998 - 1999","DP; OM; PP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.48.6","Soils","3800","HBEF Snow Removal Study;HBR;Hubbard Brook LTER;root;tree;vegetation;primary production"
"knb-lter-hbr.188.3","Climate Change Across Seasons Experiment (CCASE) at the Hubbard Brook Experimental Forest: Snow and Frost","Templer, P.H., R. Sanders-DeMott, S. Juice, F. Bowles, L. Sofen, and J. Harrison.","2012 - 2019","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.188.3","Soils","3850","HBEF CCASE Plots;HBR;Hubbard Brook LTER;snow removal;snow;frost;ecosystems;forests;soil warming;disturbances;populations"
"knb-lter-hbr.194.2","Climate Change Across Seasons Experiment (CCASE) Sapling Study at the Hubbard Brook Experimental Forest: Soil and Air Temperature","Templer, P., R. Sanders-DeMott, and F. Bowles.","2014 - 2015","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.194.2","Soils","3850","soil temperature;soil moisture;ecosystems;forests;HBEF CCASE Plots;HBR;Hubbard Brook LTER;soil warming;snow removal;sapling;disturbance"
"knb-lter-hbr.196.2","Hubbard Brook Experimental Forest: microbial biomass and activity at Climate Change Across Seasons Experiment (CCASE) plots, 2015","Groffman, P., L. Martel, and P. Templer.","2015 - 2015","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.196.2","Soils","3850","CCASE;climate gradient;Hubbard Brook LTER;ammonium;carbon;denitrification;microbes;microbial activity;microbial biomass;microbial nitrogen;mineralization;nitrate;nitrification;nitrogen;organic matter;respiration;soil;disturbance;inorganic nutrients;organic matter;primary production;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology;Ecology, Ecosystems, & Environment;Soil"
"knb-lter-hbr.235.1","Climate Change Across Seasons Experiment (CCASE) at the Hubbard Brook Experimental Soil Solution Resin Available Nitrogen","Sanders-DeMott, R., P.H. Templer, P.O. Sorensen, and A.B. Reinmann.","2013 - 2015","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.235.1","Soils","3850","primary production;disturbance patterns;ecosystems;forests;watersheds;roots;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;root damage;soil warming;snow removal;Climate Change Across Seasons Experiment (CCASE);HBEF CCASE;resin available nitrogen;biota;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.262.1","Climate Change Across Seasons Experiment (CCASE) at the Hubbard Brook Experimental Forest: Net Nitrogen Mineralization via Buried Bags","Templer, P., J. Harrison, R. Sanders-DeMott, K. Schultz, and M. Blagden.","2017 - 2017","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.262.1","Soils","3850","disturbance;primary production;ecosystems;forests;nitrogen mineralization;nitrogen cycling;soil temperature;soil warming;snow removal;HBR;Hubbard Brook LTER;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;New Hampshire;White Mountain National Forest;Climate change across seasons experiment;CCASE;Acer rubrum;biota;climatologyMeteorologyAtmosphere;Ecology, Ecosystems, & Environment;Climate change;Climate change effects"
"knb-lter-hbr.272.1","Climate Change Across Seasons Experiment (CCASE) at the Hubbard Brook Experimental Forest: Soil Water Isotopic Composition","Templer, P., J. Harrison, M. Blagden, M. Green, and G. Salvucci.","2018 - 2018","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.272.1","Soils","3850","disturbance;ecosystems;forests;soil temperature;soil;deuterium;soil warming;snow removal;HBR;LTER;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;New Hampshire;White Mountain National Forest;Climate change across seasons experiment;CCASE;Acer rubrum;stable isotopes;biota;climatologyMeteorologyAtmosphere;Ecology, Ecosystems, & Environment;Climate change;Climate change effects"
"knb-lter-hbr.68.7","Hubbard Brook Experimental Forest: Sediment Yield in Weir Basins, 1956 - ongoing","USDA Forest Service, Northern Research Station.","1955 - 2023","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.68.7","Soils","3900","ecosystems;forests;watersheds;basins;sediment;soil;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;weir;inlandWaters;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.244.1","Soil respiration from the Ice Storm Experiment (ISE) at the Hubbard Brook Experimental Forest","Campbell, J.L., L.E. Rustad, and T.J. Fahey.","2015 - 2019","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.244.1","Soils","3910","ecosystems;forests;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;ice damage;ice storm;Ice Storm Experiment;ISE;extreme weather events;respiration;respiration rates;soil;soil respiration;soil moisture;soil temperature;temperature;air temperature;relative humidity;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.245.1","Hubbard Brook Experimental Forest: Ice Storm Experiment Trace Gas","Groffman, P., J. Weitzman, and L. Martel.","2015 - 2017","DP; IM; OM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.245.1","Soils","3910","HBEF ISE Plots;HBR;ice damage;ice storm;trace gas;carbon dioxide;ecosystems;flux;forests;gases;inorganic nitrogen;methane;nitrous oxide;soil;disturbance;primary production"
"knb-lter-hbr.246.1","Measurements of gross N cycling rates in the soils of the Ice Storm Experiment (ISE) plots at the Hubbard Brook Experimental Forest","Groffman, P., J. Weitzman, and L. Martel.","2015 - 2017","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.246.1","Soils","3910","15N;HBEF ISE Plots;HBR;Hubbard Brook LTER;ice damage;ice storm;immobilization;15N;ammonium;ecosystems;inorganic nitrogen;isotopes;mineralization;nitrate;nitrite;disturbance;primary production"
"knb-lter-hbr.247.1","Measurements of N cycling dynamics in the soils of the Ice Storm Experiment (ISE) plots at the Hubbard Brook Experimental Forest","Groffman, P., J. Weitzman, and L. Martel.","2015 - 2017","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.247.1","Soils","3910","HBEF ISE Plots;HBR;Hubbard Brook LTER;ice damage;ice storm;in-situ incubation;laboratory incubation;ammonium;carbon;denitrification;ecosystems;inorganic nitrogen;microbes;microbial activity;disturbance;primary production"
"knb-lter-hbr.283.2","Hubbard Brook Experimental Forest: Ice measurement study","Campbell, J., L. Rustad, C. Driscoll, and S. Garlick.","2019 - 2019","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.283.2","Soils","3910","ice;measurements;methods;meteorology;precipitation;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;HBEF;New Hampshire;NH;climatologyMeteorologyAtmosphere"
"knb-lter-hbr.168.2","Moose activity and nitrogen cycling along an elevation gradient on the snow removal plots at the Hubbard Brook Experimental Forest.","Christenson, L. and P. Groffman.","2003 - 2006","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.168.2","Soils","3950","15N;balsam fir;HBEF Soil Freezing Study;HBR;Hubbard Brook LTER;isotopes;litter;moose;nitrogen;snow;soil freezing;sugar maple;viburnum;disturbance"
"knb-lter-hbr.236.1","Hubbard Brook Experimental Forest: Soil respiration in mycorrhizal gradient plots","Lang, A., F. Jevon, M. Ayres, and J. Matthes.","2017 - 2018","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.236.1","Soils","3950","Hubbard Brook Experimental Forest;Hubbard Brook LTER;mycorrhizal fungi;carbon flux;microbial activity;mycorrhizae;soil respiration"
"knb-lter-hbr.253.1","Hubbard Brook Experimental Forest: In-situ Nitrogen Mineralization and Nitrification measurements for 4 winter climate change projects","Groffman, P.M., J. Morse, J. Duran, J. Weitzman, and L. Rustad.","1997 - 2017","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.253.1","Soils","3950","ecosystems;forests;watersheds;ammonium;biogeochemical processes;ice;inorganic nitrogen;nitrate;nitrification;nitrogen mineralization;snow;disturbance;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.273.1","Hubbard Brook Experimental Forest: Hourly soil oxygen, moisture and temperature across soil depths and an elevation gradient in the Bear Brook watershed; 2018-2019","Stewart, A.J., E.A. Kreitinger, P.M. Groffman, J.L. Morse, L.H. Pardo, L. Martell, and C.L. Goodale.","2018 - 2019","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.273.1","Soils","3950","ecosystems;forests;soil moisture;soil temperature;dataloggers;denitrification;HBR;LTER;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;New Hampshire;White Mountain National Forest;Climate change across seasons experiment;oxygen;climatologyMeteorologyAtmosphere;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.387.1","Hubbard Brook Experimental Forest: Soil Acid-Base Properties and Microbial Activity, Watershed 1 and West of Watershed 6 (2015-2016)","Marinos, R.E. and E. Bernhardt.","2015 - 2016","DP; OM; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.387.1","Soils","3950","ecosystems;forests;watersheds;soil;soil organic matter;soil horizons;organic matter;inorganic matter;disturbance;acid rain;cations;White Mountain National Forest;experiment;pH;Hubbard Brook Ecosystem Study;Hubbard Brook Experimental Forest;Hubbard Brook LTER;HBR;Ecology, Ecosystems, & Environment"
"knb-lter-hbr.40.7","Forest Inventory of a Calcium Amended Northern Hardwood Forest: Watershed 1, 1996, Hubbard Brook Experimental Forest","Driscoll, C., S. Bailey, J. Blum, D. Buso, C. Eagar, T. Fahey, M. Fisk, P. Groffman, C. Johnson, G. Likens, S. Hamburg, and T. Siccama.","1996 - 1996","DP; PP; PS","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.40.7","Vegetation","4011","biomass;calcium;diameter breast height;forests;HBEF Watershed 1;HBR;Hubbard Brook LTER;inventory;trees;vegetation;watersheds;disturbance;inorganic nutrients;primary production"
"knb-lter-hbr.41.7","Forest Inventory of a Calcium Amended Northern Hardwood Forest: Watershed 1, 2001, Hubbard Brook Experimental Forest","Driscoll, C., S. Bailey, J. Blum, D. Buso, C. Eagar, T. Fahey, M. Fisk, P. Groffman, C. Johnson, G. Likens, S. Hamburg, and T. Siccama.","2001 - 2001","DP; PP; PS","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.41.7","Vegetation","4012","biomass;calcium;diameter breast height;forests;HBEF Watershed 1;HBR;Hubbard Brook LTER;inventory;trees;vegetation;watersheds;disturbance;inorganic nutrients;primary production"
"knb-lter-hbr.142.3","Forest Inventory of a Calcium Amended Northern Hardwood Forest: Watershed 1, 2006, Hubbard Brook Experimental Forest","Battles, J., C. Driscoll, S. Bailey, J. Blum, D. Buso, T. Fahey, M. Fisk, P. Groffman, C. Johnson, and G. Likens.","2006 - 2006","DP; PP; PS","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.142.3","Vegetation","4013","biomass;calcium;diameter breast height;forests;HBEF Watershed 1;HBR;Hubbard Brook LTER;inventory;trees;vegetation;watersheds;disturbance;primary production"
"knb-lter-hbr.143.3","Forest Inventory of a Calcium Amended Northern Hardwood Forest: Watershed 1, 2011, Hubbard Brook Experimental Forest","Battles, J., C. Driscoll, S. Bailey, J. Blum, D. Buso, T. Fahey, M. Fisk, P. Groffman, C. Johnson, and G. Likens.","2011 - 2011","DP; PP; PS","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.143.3","Vegetation","4014","biomass;calcium;diameter breast height;forests;HBEF Watershed 1;HBR;Hubbard Brook LTER;inventory;trees;vegetation;watersheds;disturbance;primary production"
"knb-lter-hbr.240.2","Forest Inventory of a Calcium Amended Northern Hardwood Forest: Watershed 1, 2016, Hubbard Brook Experimental Forest","Battles, J., N. Cleavitt, C. Johnson, S. Hamburg, T. Fahey, C. Driscoll, and G. Likens.","2017 - 2017","DP; PS; PP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.240.2","Vegetation","4015","HBEF Watershed 6;HBR;Hubbard Brook LTER;biomass;calcium;diameter at breast height;forests;inventories;trees;vegetation;watersheds;disturbance;primary production"
"knb-lter-hbr.140.3","Foliar Ca, Sr and 87Sr/86Sr measurements on Watershed 1 at the Hubbard Brook Experimental Forest, 1999 - present","Blum, J.","1999 - 2008","DP; IM","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.140.3","Vegetation","4019","calcium;ecosystems;foliage;forests;HBEF Watershed 1;HBR;Hubbard Brook LTER;isotopes;strontium;understory;watersheds;disturbance;inorganic nutrients"
"knb-lter-hbr.250.1","Sap Flow in the Soil Freezing Study at the Hubbard Brook Experimental Forest, 2010","Templer, P., J. Harrison, A. Reinmann, A. Socci Maloney, N. Phillips, S. Juice, and A. Webster.","2010 - 2010","DP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.250.1","Vegetation","4050","HBEF Soil Freezing Study;Hubbard Brook LTER;sap flow;sugar maple;transpiration;water"
"knb-lter-hbr.323.1","Hubbard Brook Experimental Forest: Soil Freeze Study - Tree Growth","Reinmann, A.B., T.H. Pamela, and J. Susser.","1980 - 2014","DP; PP","https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-hbr.323.1","Vegetation","4050","primary production;ecosystems;forests;plant biomass;basal area;snow;snow depth;HBR;Hubbard Brook LTER;Hubbard Brook Experimental Forest;Hubbard Brook Ecosystem Study;HBES;HBEF;New Hampshire;NH;White Mountain National Forest;Sugar Maple;Acer saccharum;biota;climatologyMeteorologyAtmosphere;Climate change;Climate change effects;Ecology, Ecosystems, & Environment"
